darisha16|871708528460910592|2017-06-05 12:41:23|@Typical_MISiS @nansyanishina Ты уверен? Я ещё слышала про вариант 2.07.
darisha16|871659532497424384|2017-06-05 09:26:41|@nansyanishina Как только узнаю точную дату, напишу😍 ориентировочно конец июня-начало июля👌🏼
darisha16|871648879208529920|2017-06-05 08:44:21|@nansyanishina Не исчезай!!
darisha16|871359773228355584|2017-06-04 13:35:33|@brupsen Тот факт, что день прошёл, заставляет меня грустить😒
darisha16|871356829833494528|2017-06-04 13:23:51|@katerinaSheh Мой тайм-менеджмент хромает😬
darisha16|871340766349725696|2017-06-04 12:20:02|Это вообще законно просыпаться в 15:00 уже третий день подряд? (нет)
darisha16|869930661746003968|2017-05-31 14:56:46|Начало положено ✊🏻😹 https://t.co/ORAnY10JXK
darisha16|869916207406878721|2017-05-31 13:59:20|@panfilova_a Для меня особенно🖤👌🏼😹 https://t.co/tjD1K4j5AN
darisha16|867508854673874944|2017-05-24 22:33:23|Шла в магазин с четкой установкой на цветные вещи. Ага, вышла с пакетом чёрных шмоток. Потому что чёрный-моё всё♠️♣️🖤
darisha16|867457846660796416|2017-05-24 19:10:41|@Eroticmonash @Typical_MISiS Анисимов что заболел? 😁у него точно все хорошо?😂
darisha16|867282057231314948|2017-05-24 07:32:10|@mariaszczepkina Спасибо)
darisha16|867042364631764992|2017-05-23 15:39:43|@mariaszczepkina Да, только слабость и шишка на лбу. Сегодня стыковая игра, так хотела играть, но еду болеть за своих девочек😒
darisha16|867010856193843200|2017-05-23 13:34:31|"Организм решил сказать 'Даша,хватит,заколебала со своим дипломом.Отдохни,смотри какой удобный пол в лифте'
Или история о 1 обмороке в жизни"
darisha16|866330728757432321|2017-05-21 16:31:56|Почти угадала счёт Россия-Финляндия🙀🙈 думала 5:2 будет, а вышло 5:3😒
darisha16|865443411460882437|2017-05-19 05:46:03|https://t.co/9H1hgmrmS5
darisha16|862375019560796162|2017-05-10 18:33:21|@nansyanishina 😍😍😍😍😍😍
darisha16|861360212258820096|2017-05-07 23:20:52|"RT @SamantaDarko: Когда слышу, как моя ровесница говорит ""мой муж"", меня начинает трусить."
darisha16|860404491778232320|2017-05-05 08:03:11|RT @Eroticmonash: И тут я осознала, что в моей жизни больше НИКОГДА  не будет эконом мисиса. Вот оно счастье🤗
darisha16|859862234687733762|2017-05-03 20:08:26|Если нет крючков для штор,а солнце утром слишком ярко херачит в глаз,двухсторонний скотч в помощь 😁👌🏼… https://t.co/9vJiKiX6VW
darisha16|859084677130407936|2017-05-01 16:38:42|@AshifinaNastya О да😁ностальгия ща захлестнёт 🙀
darisha16|857936636973330432|2017-04-28 12:36:48|@ep_sidorova Уже и забыла какие раньше красивенькие стаканчики были в данкине😿
darisha16|857893510552399872|2017-04-28 09:45:26|@panfilova_a Это по-нашему 👌🏿😹
darisha16|857291841364013056|2017-04-26 17:54:37|Наверное, это вкусно было бы. Хотя откуда мне знать 😹
darisha16|857291592125861889|2017-04-26 17:53:37|Как итог: весь коридор блочки в зеленой жиже.. Как-будто вареная сгущенка взорвалась if you know what I mean 😹
darisha16|857291202768637956|2017-04-26 17:52:05|Решила сделать крем-суп. Но то ли вселенная решила, что мне нельзя есть эту гадость, то ли просто руки из одного места..
darisha16|857290827764314112|2017-04-26 17:50:35|Шпинат-зло
darisha16|857026530794496002|2017-04-26 00:20:22|Слишком красивые сториз позавчерашнего заката, который я благополучно провтыкала, находясь в метро🤦🏼‍♀️ https://t.co/e3RIavC4Ex
darisha16|857025672375611392|2017-04-26 00:16:57|Как так вышло, что два дня назад ты напяливала зимний пуховик, а сегодня уже рассекала по столице в толстовке??
darisha16|856463516437540864|2017-04-24 11:03:09|Любимый бомж стайл👌🏿 https://t.co/p93ja5e1du
darisha16|856176764497924098|2017-04-23 16:03:42|Неужели я до сих пор ловлю послепятничные отходняки?
darisha16|855847104031449088|2017-04-22 18:13:45|"Слишком веселое 'вчера'
Слишком тяжелое 'сегодня'"
darisha16|855421292119511040|2017-04-21 14:01:43|@brupsen Могу дать свою золотую карту на 15%, если надо будет
darisha16|855420591435862016|2017-04-21 13:58:56|@brupsen Мегаспорт на пушкинской
darisha16|855417832804405248|2017-04-21 13:47:58|Правильно, никак🤗
darisha16|855417765380972546|2017-04-21 13:47:42|Ну как можно устоять перед скидками в 40% на весь ассортимент асикс да ещё и с тренерской скидкой на руках ?? 🙈😩
darisha16|855417379186245632|2017-04-21 13:46:10|Могу теперь лекции читать, как спустить все свои сбережения в мегаспорте😂
darisha16|855161104397455361|2017-04-20 20:47:50|История о 4х девочках, которые быстрее и лучше поставили сетку, нежели целая сборная парней 😁 https://t.co/NFVbhPdUTu
darisha16|855120571885080578|2017-04-20 18:06:46|"RT @leprasorium: — Почему опоздал? 
— Пробка. Еле открыл вино."
darisha16|855120463873355776|2017-04-20 18:06:20|@Evgeniya_Sobko Подрявляю!!❤️
darisha16|854086122586198019|2017-04-17 21:36:14|@te_dasha Ахахахахах
darisha16|853901305773002752|2017-04-17 09:21:50|Не нарушая традиции, загоняю фотки с др в чб 🎶🖤 https://t.co/DCHYgoYKxX
darisha16|853710980462850050|2017-04-16 20:45:33|Не я одна заметила прогресс😁😎 https://t.co/vaQ54CwVBQ
darisha16|852653233906515968|2017-04-13 22:42:27|Я редко бываю довольна собой, по большей мере мне всегда мало, хочется лучше/сильнее/быстрее/выше.. Но сегодня прям да..Кайф😍
darisha16|852652650256617477|2017-04-13 22:40:07|Наконец почувствовала, что прокачала свой волейбольный скилл. Осталось добиться стабильности, а не раз в месяц так играть😁👌🏼
darisha16|852645224560168961|2017-04-13 22:10:37|RT @koffboy: https://t.co/0GvT61MliI
darisha16|852615707493793793|2017-04-13 20:13:20|@mariaszczepkina Стараемся как можем 😎
darisha16|852481061581971456|2017-04-13 11:18:18|"'Нельзя говорить ДЫРКА, нужно говорить ОТВЕРСТИЕ' 
Выдержка из лаб по литью 😁"
darisha16|852460284908371968|2017-04-13 09:55:44|И как все успеть, если осталось 2 недели?😩
darisha16|852123610907107335|2017-04-12 11:37:55|@brupsen Как 1000 лайков поставить?
darisha16|852085478174191617|2017-04-12 09:06:23|@katerinaSheh ❤️
darisha16|851938481395912705|2017-04-11 23:22:16|Пить вино, слушать Земфиру и плакать
darisha16|851927522728083456|2017-04-11 22:38:44|Убитое тельце вернулось с тренировки💪🏻 а ещё до кучи сегодня намотали с Сашкой 11 км👌🏼 https://t.co/GbGg2CWmr0
darisha16|851896922810068992|2017-04-11 20:37:08|RT @DLGreez: Никто никому ничего не должен
darisha16|851896866233081856|2017-04-11 20:36:55|RT @DLGreez: Если ты думаешь, что я кому-то что-то должен, то иди на хуй, пожалуйста
darisha16|851896650150891521|2017-04-11 20:36:03|Тренировка длилась четыре часа. ЧЕТЫРЕ, КАРЛ
darisha16|851877775967387649|2017-04-11 19:21:03|Тренировка начинается в 18:30.Сейчас-22:15, а ты только завершил свой еженедельный вторничный ритуал и закрываешь с… https://t.co/WulVEyQQLT
darisha16|851798505773555712|2017-04-11 14:06:04|Спонтанный фотосет вместо пар? Почему бы и нет собственно?🤗😜 https://t.co/hDeFRjnbiZ
darisha16|851404105767669761|2017-04-10 11:58:51|Я и так уже месяц в ностальгии по первым двум курсам, а тут мне ещё порцию  подогнали до кучи🤗
darisha16|851403604456083456|2017-04-10 11:56:52|"""Давай я тебя кофе угощу, как в старые-добрые на первом курсе"""
darisha16|851245095882018816|2017-04-10 01:27:00|@brupsen У тебя диплом про твиттер?😁
darisha16|851244981650116608|2017-04-10 01:26:33|@alinaaipova Нельзя
darisha16|851109156522254336|2017-04-09 16:26:50|RT @SamantaDarko: Из-за ебучего диплома у меня постоянно ощущение, будто бы в голове кто-то бегает и орет.
darisha16|851023450974105600|2017-04-09 10:46:16|@Evgeniya_Sobko 👌🏼😂
