kondratyevvi|865625556309520384|2017-05-19 17:49:49|Теперь наши молодые профессионалы будут участвовать в мировом чемпионате WorldSkills. Он пройдет в октябре этого года в Абу-Даби.
kondratyevvi|865624986970501120|2017-05-19 17:47:34|У кубанцев — 3-е место в общекомандном зачете на V национальном чемпионате рабочих профессий WorldSkills Russia. Мо… https://t.co/Wj1TnE51Qa
kondratyevvi|865231815350550528|2017-05-18 15:45:14|Считаю, для «все включено» нужен единый законодательный стандарт. Лучше федеральный, отечественный. Край выступит с этой инициативой.
kondratyevvi|865230800433950720|2017-05-18 15:41:12|Простой пример: каждый отельер в крае по-своему понимает услугу «все включено». Кто-то халат гостю подает, а кто-то и мыло в номер не купит.
kondratyevvi|865229595406192640|2017-05-18 15:36:25|Точнее сказать, нет пляжа, каким он должен быть. Песок подсыпали, но не разровняли. Неубрано — отдыхающих пока мало… https://t.co/hTyfR7A42F
kondratyevvi|865228644347674624|2017-05-18 15:32:38|До начала курортного сезона меньше двух недель. Был сегодня в Анапе. Дети пишут на песке: «Вы на пляже», но пляжа п… https://t.co/VR5z8Du3od
kondratyevvi|864859788253040641|2017-05-17 15:06:56|Спичка решил перейти на другую работу. Если человек считает, что он готов лучше справляться с иными обязанностями, я инициативу поддерживаю.
kondratyevvi|864859062143520768|2017-05-17 15:04:03|Глава Приморско-Ахтарского района Валерий Спичка попросил освободить его от должности. Я эту просьбу принял.
kondratyevvi|864820340274450432|2017-05-17 12:30:11|Главный источник финансирования в Приморско-Ахтарске — море. Но курортом город пока назвать сложно. Даже набережная… https://t.co/jwFYOt19Hq
kondratyevvi|864819248937533444|2017-05-17 12:25:51|Вместо типового проекта новой школы здесь зачем-то придумали более дорогостоящий, а средств нет. Детям нужна школа,… https://t.co/2R0enwRIq9
kondratyevvi|864817982844874752|2017-05-17 12:20:49|Край может изыскать деньги на ремонт ЦРБ. Но клинику надо поддерживать в должном состоянии и дальше. Рвения к этому сейчас не видно.
kondratyevvi|864817261382696962|2017-05-17 12:17:57|Во время рабочего объезда Приморско-Ахтарского района первым делом зашел в местную больницу. Медучреждение запустил… https://t.co/nwYJtnZTqp
kondratyevvi|864508196588838913|2017-05-16 15:49:50|Вот так, по новейшим технологиям, проходит тренировка в академии футбола ФК «Краснодар». Тренер только следит. Мяч… https://t.co/Up8tL2M2nu
kondratyevvi|864504508474380288|2017-05-16 15:35:11|Показали Ольге Юрьевне и новый стадион ФК «Краснодар», который уже признан одним из самых красивых в мире. https://t.co/5DtLjf8YdA
kondratyevvi|864503166573973504|2017-05-16 15:29:51|Вице-премьер приятно впечатлена уровнем медицины у нас в крае. Сейчас направляем все силы на сдачу 2-й очереди ККБ — Голодец нас поддержала.
kondratyevvi|864502366938288128|2017-05-16 15:26:40|Хирург Владимир Порханов, главврач краевой больницы №1, провел для Ольги Голодец экскурсию по главной кубанской кли… https://t.co/KaOj3edS0t
kondratyevvi|864464749790195713|2017-05-16 12:57:11|Кубани же сейчас нужны механизаторы, комбайнеры, официанты, повара, горничные. Все те, кто работает в наших базовых сферах — АПК и туризме.
kondratyevvi|864463812916850688|2017-05-16 12:53:28|Зампред правительства рассказала, что в свое время сама училась шить одежду, водить и даже чинить автомобиль. Вот это — пример молодежи!
kondratyevvi|864463255976247297|2017-05-16 12:51:15|Вице-премьер Ольга Голодец с рабочим визитом в Краснодаре. Первым делом она посетила площадку национального чемпион… https://t.co/ZUBtmP6P88
kondratyevvi|864194819597488129|2017-05-15 19:04:35|150 тысяч кубанских школьников станут зрителями WorldSkills — это поможет ребятам выбрать свое будущее, определиться с профессией.
kondratyevvi|864192922027274241|2017-05-15 18:57:03|Что важно: участвуют школьники и студенты, которые получают среднее профессиональное образование. Те, на ком будет держаться страна.
kondratyevvi|864191783370194945|2017-05-15 18:52:31|Началась олимпиада рабочих профессий — V национальный чемпионат WorldSkills Russia. В Краснодар приехали 1400 конкурсантов. Это рекорд.
kondratyevvi|862646188922859520|2017-05-11 12:30:53|"Если время тянут в надежде, что кто-то кому-то отдаст землю под ""Авророй"", не дождутся. Никаких ЖК и ТРЦ там не будет. #пишусам"
kondratyevvi|862645484212584448|2017-05-11 12:28:05|"""Аврору"" хотели реконструировать, а надо уже спасать. У мэра - 2 недели на поиск решения. Нужны конкретные сроки окончания ремонта. #пишусам"
kondratyevvi|862644841628532736|2017-05-11 12:25:32|"Мне стыдно за то, что стало с одним из символов Краснодара. Те, кто отвечал за ""реконструкцию"", должны понести ответственность.#пишусам"
kondratyevvi|862643802363875328|2017-05-11 12:21:24|"Ездил к реконструируемому к/т ""Аврора"", посмотрел на кошмар, в который превратилось здание. За 2 года ситуацию довели до ручки. #пишусам"
kondratyevvi|862396088875200512|2017-05-10 19:57:04|Ответ украинскому министру инфраструктуры Омеляну. Кубань всегда была частью России. Точка. https://t.co/lcbajRwAxL
kondratyevvi|862349292576661504|2017-05-10 16:51:07|Также поручил главе Белоглинского района повысить зарплату в соцсфере. Для учителей это дополнительный стимул учить, а для врачей — лечить.
kondratyevvi|862348749573693440|2017-05-10 16:48:58|Но воспитание должно быть еще и патриотическим. Поэтому будем проводить в кубанских школах исторические пятиминутки. Начнем с 1 сентября.
kondratyevvi|862347519568875524|2017-05-10 16:44:04|Рядом открыли новую спортплощадку. Дети тут играют в футбол, баскетбол и волейбол. Тренажеры тоже есть. https://t.co/6ve2qdaMmq
kondratyevvi|862346647480799233|2017-05-10 16:40:37|20 квартир скоро выделят учителям и врачам в Белоглинском районе. Дом новый, построен в райцентре. Уже идет отделка… https://t.co/D74ZEWh229
kondratyevvi|861924889862832128|2017-05-09 12:44:42|Мы всегда будем помнить эту Победу. И всегда будем ею гордиться. Спасибо.
kondratyevvi|861924329235374080|2017-05-09 12:42:28|«Бессмертный полк» вновь прошагал по Краснодарскому краю. С каждым годом участников патриотической акции все больше… https://t.co/Aw2tAVaxH5
kondratyevvi|861894794775334912|2017-05-09 10:45:06|Кубань понесла немало потерь в войну. Но выстояла благодаря величайшей силе духа. Подвиги наших земляков в то время… https://t.co/dBD3UzuZgd
kondratyevvi|861893516208873472|2017-05-09 10:40:02|Прошла по Театральной площади и военная техника. Дай Бог, чтобы она больше никогда не пригодилась по назначению. https://t.co/B9h99JujGp
kondratyevvi|861889073610403840|2017-05-09 10:22:22|Ежегодный торжественный марш в честь Дня Победы на Театральной площади Краснодара. Во главе колонны фронтовые авто… https://t.co/UtfnfymDig
kondratyevvi|861848310600085504|2017-05-09 07:40:24|С Днем Победы! Великий праздник для всего мира. Для нашей страны он — священный.
kondratyevvi|861847871641051136|2017-05-09 07:38:39|Вместе с ветеранами почтили память героев у воинского мемориала в краснодарском сквере им. Г. К. Жукова. https://t.co/1yyQalWNpi
kondratyevvi|860871644532887552|2017-05-06 14:59:28|Важно сохранить память о подвигах дедов и прадедов. В этом году подобные реконструкции пройдут во всех районах края. https://t.co/cWyXbMKPDg
kondratyevvi|860870526574751744|2017-05-06 14:55:02|Посмотреть на восстановленные военные события пришла вся станица. Нашим детям, внукам и правнукам нужно знать, как… https://t.co/NEXfEsLp2i
kondratyevvi|860869597708341248|2017-05-06 14:51:20|С сыном Сашей в Динской побывали сегодня на реконструкции боя времен Великой Отечественной. Впечатления самые сильн… https://t.co/bxopJoTwsR
